cpu_usage,memory_usage,disk_usage,process_count,threat
49,49,27,577,Suspicious
15,38,67,343,Suspicious
97,99,77,85,Suspicious
58,25,48,196,Normal
73,38,78,298,Normal
32,19,23,63,Normal
41,98,39,461,Suspicious
83,51,61,522,Suspicious
60,11,47,513,Suspicious
16,45,66,503,Suspicious
55,66,73,73,Normal
46,85,89,411,Suspicious
15,43,73,562,Suspicious
100,42,54,476,Suspicious
14,56,75,292,Normal
67,99,61,554,Suspicious
66,27,58,111,Normal
54,24,39,526,Suspicious
14,30,21,132,Normal
89,47,38,192,Suspicious
4,85,33,554,Suspicious
99,58,44,220,Suspicious
37,30,21,287,Normal
65,61,31,259,Normal
25,75,24,92,Normal
36,91,84,458,Suspicious
55,82,36,548,Suspicious
39,94,70,231,Suspicious
8,70,51,237,Normal
53,20,98,532,Suspicious
28,43,48,195,Normal
3,54,63,70,Normal
60,97,80,453,Suspicious
49,68,22,143,Normal
8,34,66,122,Normal
25,90,78,191,Suspicious
26,68,91,526,Suspicious
41,89,67,536,Suspicious
55,19,96,385,Suspicious
30,38,60,180,Normal
63,55,72,403,Suspicious
63,41,33,447,Suspicious
38,73,65,524,Suspicious
49,45,47,121,Normal
46,63,27,294,Normal
45,68,64,490,Suspicious
32,42,65,266,Normal
83,29,82,193,Suspicious
21,96,26,98,Suspicious
1,86,35,503,Suspicious
21,23,84,382,Suspicious
37,79,87,162,Suspicious
6,75,36,560,Suspicious
25,41,30,507,Suspicious
57,72,85,254,Normal
15,18,32,170,Normal
93,82,30,585,Suspicious
10,72,81,584,Suspicious
46,39,73,456,Suspicious
7,96,93,447,Suspicious
79,36,55,389,Suspicious
16,89,51,141,Suspicious
9,88,24,271,Suspicious
75,62,90,324,Suspicious
45,98,42,459,Suspicious
75,58,33,587,Suspicious
70,93,26,331,Suspicious
42,63,36,468,Suspicious
77,37,75,403,Suspicious
59,41,82,516,Suspicious
93,32,37,518,Suspicious
40,84,42,356,Suspicious
37,72,95,249,Normal
15,25,58,546,Suspicious
92,90,53,565,Malware
82,67,27,112,Suspicious
88,88,71,88,Suspicious
24,74,44,185,Normal
83,52,51,414,Suspicious
100,65,62,227,Suspicious
45,83,64,398,Suspicious
10,36,77,345,Suspicious
34,82,73,168,Suspicious
72,22,28,175,Normal
93,52,91,298,Suspicious
18,38,79,309,Suspicious
55,18,20,325,Suspicious
50,99,60,61,Suspicious
93,20,74,98,Suspicious
55,66,59,173,Normal
60,62,96,507,Suspicious
45,42,98,88,Normal
76,62,23,379,Suspicious
12,32,71,505,Suspicious
10,52,44,324,Suspicious
82,61,50,445,Suspicious
64,42,61,291,Normal
43,82,93,129,Suspicious
23,87,94,306,Suspicious
99,81,65,62,Suspicious
49,43,38,117,Normal
59,17,38,443,Suspicious
69,90,24,378,Suspicious
25,99,52,311,Suspicious
55,49,70,434,Suspicious
26,84,28,232,Suspicious
16,39,65,430,Suspicious
54,34,83,253,Normal
95,71,48,82,Suspicious
8,46,85,354,Suspicious
40,100,87,73,Suspicious
84,94,34,476,Suspicious
54,100,61,249,Suspicious
26,31,100,355,Suspicious
46,32,37,303,Suspicious
17,56,78,404,Suspicious
88,100,89,140,Suspicious
47,53,39,511,Suspicious
84,68,45,548,Suspicious
26,100,97,462,Suspicious
72,86,91,143,Suspicious
44,90,73,109,Suspicious
63,90,99,447,Suspicious
22,61,73,77,Normal
28,44,55,146,Normal
26,93,87,448,Suspicious
14,58,75,305,Suspicious
35,25,45,370,Suspicious
86,51,47,188,Suspicious
95,68,75,549,Suspicious
66,62,99,338,Suspicious
100,68,97,213,Suspicious
10,27,93,295,Normal
29,54,65,88,Normal
54,44,44,572,Suspicious
69,36,82,428,Suspicious
10,72,94,333,Suspicious
15,70,99,506,Suspicious
48,77,30,203,Suspicious
86,74,67,410,Suspicious
24,88,73,278,Suspicious
90,38,22,178,Suspicious
30,77,57,163,Suspicious
99,69,58,456,Suspicious
20,26,30,399,Suspicious
53,65,53,557,Suspicious
38,74,61,525,Suspicious
4,23,28,440,Suspicious
18,78,34,485,Suspicious
23,92,100,587,Suspicious
60,34,73,511,Suspicious
41,42,76,553,Suspicious
99,93,69,588,Malware
34,72,79,104,Normal
23,23,93,474,Suspicious
10,24,80,251,Normal
5,77,38,94,Suspicious
26,60,35,151,Normal
50,50,44,344,Suspicious
56,78,56,100,Suspicious
63,45,69,566,Suspicious
86,70,75,466,Suspicious
48,87,43,237,Suspicious
43,96,97,142,Suspicious
70,93,85,504,Suspicious
66,67,48,104,Normal
94,49,22,58,Suspicious
38,59,85,238,Normal
56,58,87,94,Normal
40,23,66,167,Normal
85,38,97,129,Suspicious
11,31,87,178,Normal
50,44,98,313,Suspicious
23,71,100,312,Suspicious
37,50,63,125,Normal
86,82,66,273,Suspicious
31,21,80,62,Normal
79,45,50,251,Suspicious
63,48,73,71,Normal
96,70,38,437,Suspicious
22,93,23,210,Suspicious
33,82,22,557,Suspicious
48,79,84,519,Suspicious
40,91,71,64,Suspicious
39,18,86,155,Normal
28,41,50,249,Normal
1,70,98,404,Suspicious
61,82,92,511,Suspicious
25,60,60,209,Normal
54,34,23,374,Suspicious
16,18,67,137,Normal
63,60,97,233,Normal
79,61,86,490,Suspicious
73,26,90,466,Suspicious
97,87,95,322,Suspicious
100,94,20,323,Suspicious
17,80,46,291,Suspicious
39,57,20,367,Suspicious
45,32,29,473,Suspicious
60,20,53,178,Normal
44,23,25,111,Normal
13,99,35,410,Suspicious
10,23,33,296,Normal
100,12,47,118,Suspicious
20,16,46,582,Suspicious
82,100,51,435,Suspicious
50,87,61,497,Suspicious
23,44,36,145,Normal
51,63,34,145,Normal
49,81,33,215,Suspicious
17,52,48,74,Normal
82,20,93,329,Suspicious
88,80,60,152,Suspicious
50,89,31,396,Suspicious
91,42,90,543,Suspicious
49,78,86,78,Suspicious
58,76,21,385,Suspicious
94,59,72,365,Suspicious
35,83,74,148,Suspicious
30,16,87,484,Suspicious
6,66,82,198,Normal
67,43,60,109,Normal
40,42,37,465,Suspicious
46,26,95,397,Suspicious
19,37,77,556,Suspicious
84,78,45,91,Suspicious
23,58,72,415,Suspicious
16,22,97,206,Normal
100,62,20,507,Suspicious
70,70,60,539,Suspicious
57,100,75,238,Suspicious
18,80,48,206,Suspicious
85,19,34,243,Suspicious
90,23,98,244,Suspicious
42,88,46,230,Suspicious
13,40,49,281,Normal
40,16,37,596,Suspicious
61,25,62,472,Suspicious
65,44,99,279,Normal
87,33,28,260,Suspicious
72,60,85,373,Suspicious
20,16,44,562,Suspicious
21,100,56,418,Suspicious
35,13,24,226,Normal
64,56,52,364,Suspicious
23,50,58,115,Normal
49,13,88,365,Suspicious
87,53,70,348,Suspicious
91,19,42,128,Suspicious
4,21,20,474,Suspicious
87,59,85,486,Suspicious
77,65,86,547,Suspicious
39,92,71,226,Suspicious
62,95,41,271,Suspicious
74,37,48,310,Suspicious
50,22,61,510,Suspicious
6,46,84,248,Normal
87,60,73,364,Suspicious
38,39,96,595,Suspicious
93,45,26,207,Suspicious
86,60,32,238,Suspicious
21,33,100,451,Suspicious
73,81,90,335,Suspicious
81,73,72,270,Suspicious
60,68,24,190,Normal
64,83,56,524,Suspicious
60,23,74,190,Normal
66,39,85,586,Suspicious
26,78,56,321,Suspicious
36,68,51,485,Suspicious
82,35,79,371,Suspicious
38,75,26,138,Normal
78,78,72,180,Suspicious
2,63,99,411,Suspicious
96,62,85,274,Suspicious
84,91,68,391,Suspicious
80,51,87,257,Suspicious
43,88,87,412,Suspicious
76,64,94,54,Suspicious
17,93,63,415,Suspicious
28,31,39,98,Normal
15,29,100,588,Suspicious
57,86,99,281,Suspicious
13,77,81,523,Suspicious
91,41,95,359,Suspicious
65,77,29,434,Suspicious
24,33,70,454,Suspicious
88,17,41,387,Suspicious
20,10,44,235,Normal
67,34,24,420,Suspicious
84,38,23,591,Suspicious
22,47,83,191,Normal
5,43,75,259,Normal
40,52,75,198,Normal
96,21,33,325,Suspicious
76,96,100,533,Suspicious
73,65,55,87,Normal
23,85,92,195,Suspicious
38,59,82,312,Suspicious
20,84,55,131,Suspicious
17,31,50,571,Suspicious
83,58,60,137,Suspicious
17,100,45,88,Suspicious
26,65,65,425,Suspicious
36,55,35,243,Normal
20,97,99,477,Suspicious
59,26,60,457,Suspicious
90,85,32,281,Suspicious
4,28,60,138,Normal
92,49,68,396,Suspicious
95,57,72,412,Suspicious
64,67,88,63,Normal
16,89,60,60,Suspicious
81,37,23,309,Suspicious
93,72,83,329,Suspicious
32,37,80,113,Normal
29,34,37,406,Suspicious
20,87,74,536,Suspicious
87,32,76,454,Suspicious
75,13,24,213,Normal
88,71,39,196,Suspicious
36,81,70,194,Suspicious
56,44,65,182,Normal
72,11,37,51,Normal
42,62,44,557,Suspicious
9,16,91,289,Normal
38,13,82,215,Normal
3,65,88,563,Suspicious
20,31,41,181,Normal
85,64,60,538,Suspicious
47,11,87,126,Normal
78,70,60,226,Suspicious
21,83,24,427,Suspicious
24,48,39,551,Suspicious
32,10,34,150,Normal
24,21,22,282,Normal
58,55,84,179,Normal
82,97,76,313,Suspicious
15,76,89,599,Suspicious
98,38,87,195,Suspicious
8,89,100,427,Suspicious
12,62,33,195,Normal
8,54,34,362,Suspicious
99,13,22,587,Suspicious
68,32,77,550,Suspicious
7,93,34,447,Suspicious
81,39,93,573,Suspicious
1,92,78,248,Suspicious
65,14,70,281,Normal
57,45,55,549,Suspicious
74,74,80,118,Normal
84,84,100,521,Suspicious
79,43,98,586,Suspicious
83,68,81,234,Suspicious
44,53,28,381,Suspicious
32,28,90,414,Suspicious
98,80,81,122,Suspicious
36,38,61,293,Normal
6,59,39,344,Suspicious
100,82,55,270,Suspicious
100,77,29,446,Suspicious
4,71,27,342,Suspicious
74,29,68,120,Normal
82,89,46,320,Suspicious
28,70,95,137,Normal
33,73,78,593,Suspicious
56,97,81,568,Suspicious
40,12,51,378,Suspicious
9,64,23,237,Normal
41,14,29,507,Suspicious
63,97,74,71,Suspicious
87,83,92,262,Suspicious
91,88,68,86,Suspicious
97,10,25,78,Suspicious
24,43,38,299,Normal
45,64,77,327,Suspicious
54,21,79,179,Normal
79,78,24,412,Suspicious
71,25,39,67,Normal
50,58,62,532,Suspicious
36,99,44,77,Suspicious
51,84,100,567,Suspicious
18,44,32,267,Normal
94,61,37,517,Suspicious
60,89,87,553,Suspicious
2,92,90,61,Suspicious
13,36,58,410,Suspicious
11,63,74,574,Suspicious
57,22,24,599,Suspicious
19,90,92,105,Suspicious
12,78,29,195,Suspicious
93,31,50,163,Suspicious
91,82,96,437,Suspicious
84,43,29,174,Suspicious
44,25,72,172,Normal
5,52,26,422,Suspicious
63,39,45,206,Normal
94,35,63,259,Suspicious
73,65,76,578,Suspicious
26,67,92,64,Normal
22,93,57,267,Suspicious
76,87,67,447,Suspicious
27,83,41,393,Suspicious
66,91,98,579,Suspicious
77,10,57,394,Suspicious
12,22,56,467,Suspicious
44,36,96,89,Normal
77,33,42,243,Suspicious
99,71,55,396,Suspicious
69,49,22,108,Normal
16,11,80,105,Normal
46,42,86,478,Suspicious
12,18,65,256,Normal
70,86,43,53,Suspicious
100,68,63,396,Suspicious
27,28,72,530,Suspicious
72,97,39,338,Suspicious
93,60,93,304,Suspicious
4,77,51,588,Suspicious
25,65,84,502,Suspicious
84,24,100,333,Suspicious
2,15,27,478,Suspicious
68,18,83,424,Suspicious
18,60,72,533,Suspicious
44,95,20,286,Suspicious
2,20,99,548,Suspicious
38,90,77,412,Suspicious
74,80,57,78,Suspicious
40,75,32,577,Suspicious
39,35,53,70,Normal
96,31,23,438,Suspicious
13,29,78,530,Suspicious
15,96,56,293,Suspicious
71,93,21,193,Suspicious
69,15,52,586,Suspicious
89,19,48,292,Suspicious
93,50,51,66,Suspicious
1,88,47,53,Suspicious
67,38,59,184,Normal
86,57,56,157,Suspicious
14,34,84,435,Suspicious
25,93,76,289,Suspicious
40,17,26,196,Normal
69,36,49,296,Normal
74,24,98,483,Suspicious
50,11,38,250,Normal
77,42,57,198,Suspicious
22,17,37,151,Normal
57,84,79,521,Suspicious
82,23,34,220,Suspicious
18,14,59,419,Suspicious
57,57,41,533,Suspicious
32,28,49,377,Suspicious
15,11,80,104,Normal
72,17,29,392,Suspicious
69,23,82,98,Normal
1,64,69,598,Suspicious
49,98,31,320,Suspicious
17,41,89,352,Suspicious
93,51,82,287,Suspicious
22,12,76,370,Suspicious
7,69,40,443,Suspicious
50,48,41,95,Normal
56,70,69,586,Suspicious
10,49,88,71,Normal
69,40,49,96,Normal
31,86,38,452,Suspicious
21,40,60,75,Normal
90,42,84,148,Suspicious
16,18,93,114,Normal
6,10,74,361,Suspicious
43,93,59,498,Suspicious
10,86,31,496,Suspicious
98,80,77,536,Suspicious
36,43,48,164,Normal
52,77,76,563,Suspicious
59,46,100,596,Suspicious
89,46,57,366,Suspicious
59,60,52,127,Normal
81,68,37,180,Suspicious
39,50,44,98,Normal
97,14,53,435,Suspicious
38,20,51,183,Normal
94,46,22,235,Suspicious
75,61,70,589,Suspicious
33,83,89,315,Suspicious
57,31,55,326,Suspicious
78,83,35,383,Suspicious
8,61,74,158,Normal
69,82,92,568,Suspicious
75,59,94,599,Suspicious
19,68,84,133,Normal
85,59,71,403,Suspicious
75,91,65,541,Suspicious
42,90,38,327,Suspicious
62,60,62,330,Suspicious
98,15,39,154,Suspicious
76,31,72,56,Suspicious
74,74,79,427,Suspicious
12,29,24,369,Suspicious
65,48,97,229,Normal
59,40,98,349,Suspicious
97,73,79,465,Suspicious
63,54,29,338,Suspicious
44,96,89,243,Suspicious
38,90,46,273,Suspicious
63,70,27,397,Suspicious
84,70,32,243,Suspicious
4,71,58,241,Normal
3,93,100,561,Suspicious
95,73,66,160,Suspicious
25,53,86,277,Normal
93,49,65,293,Suspicious
51,60,86,275,Normal
8,40,79,390,Suspicious
92,76,21,321,Suspicious
57,17,70,84,Normal
28,24,51,300,Normal
5,90,97,269,Suspicious
72,56,58,253,Normal
69,66,95,473,Suspicious
62,59,96,413,Suspicious
10,90,63,428,Suspicious
39,93,92,447,Suspicious
52,86,92,495,Suspicious
96,50,52,447,Suspicious
64,86,56,372,Suspicious
69,20,82,270,Normal
23,94,84,121,Suspicious
87,54,30,231,Suspicious
48,36,41,117,Normal
98,53,100,293,Suspicious
78,79,62,85,Suspicious
16,92,51,505,Suspicious
27,16,51,600,Suspicious
25,34,49,410,Suspicious
68,19,87,543,Suspicious
95,63,28,257,Suspicious
55,11,60,351,Suspicious
97,16,30,366,Suspicious
22,25,58,207,Normal
54,71,45,281,Normal
97,68,53,349,Suspicious
94,30,98,440,Suspicious
88,71,23,332,Suspicious
6,12,40,77,Normal
20,63,55,92,Normal
69,22,83,75,Normal
21,86,64,460,Suspicious
68,29,50,448,Suspicious
21,29,49,218,Normal
18,83,53,133,Suspicious
30,32,31,596,Suspicious
58,55,30,216,Normal
36,56,51,154,Normal
95,93,82,575,Malware
3,42,52,266,Normal
84,49,94,116,Suspicious
40,19,55,170,Normal
94,31,24,207,Suspicious
11,97,100,510,Suspicious
77,18,90,395,Suspicious
10,23,96,373,Suspicious
81,39,100,308,Suspicious
48,59,45,560,Suspicious
56,25,68,394,Suspicious
93,73,84,333,Suspicious
64,73,58,368,Suspicious
25,14,62,326,Suspicious
33,33,24,337,Suspicious
32,39,89,542,Suspicious
36,91,43,57,Suspicious
89,85,61,441,Suspicious
94,43,90,186,Suspicious
73,59,77,540,Suspicious
23,18,33,385,Suspicious
79,40,79,143,Suspicious
17,54,74,164,Normal
79,45,44,385,Suspicious
78,88,86,255,Suspicious
2,78,82,167,Suspicious
25,93,21,579,Suspicious
79,82,28,356,Suspicious
49,29,86,493,Suspicious
68,44,76,138,Normal
29,17,66,495,Suspicious
45,64,52,464,Suspicious
11,98,92,449,Suspicious
25,38,94,542,Suspicious
84,22,84,181,Suspicious
4,61,84,79,Normal
33,91,27,90,Suspicious
61,21,61,69,Normal
77,74,77,63,Suspicious
37,16,86,411,Suspicious
4,40,37,195,Normal
92,99,30,346,Suspicious
47,34,71,579,Suspicious
85,99,28,284,Suspicious
5,45,68,170,Normal
20,30,53,358,Suspicious
64,15,57,120,Normal
26,41,82,153,Normal
100,33,73,465,Suspicious
57,43,69,122,Normal
65,98,68,133,Suspicious
62,40,87,79,Normal
46,57,42,92,Normal
20,73,73,186,Normal
52,59,49,567,Suspicious
35,47,59,546,Suspicious
13,79,37,429,Suspicious
41,51,21,357,Suspicious
76,14,96,148,Suspicious
70,79,98,471,Suspicious
35,44,87,503,Suspicious
83,10,43,255,Suspicious
97,49,47,64,Suspicious
39,47,41,101,Normal
64,33,26,309,Suspicious
83,91,48,547,Suspicious
1,77,59,111,Suspicious
71,38,29,437,Suspicious
85,92,70,246,Suspicious
100,25,22,264,Suspicious
70,45,77,514,Suspicious
83,54,79,280,Suspicious
14,99,20,81,Suspicious
76,53,65,99,Suspicious
1,36,80,289,Normal
9,21,76,496,Suspicious
52,54,33,113,Normal
75,15,66,401,Suspicious
55,46,41,188,Normal
61,74,55,165,Normal
90,35,55,525,Suspicious
3,93,32,317,Suspicious
75,40,58,163,Normal
95,90,76,303,Suspicious
25,30,36,139,Normal
47,81,30,487,Suspicious
90,61,100,424,Suspicious
91,44,56,419,Suspicious
37,56,28,162,Normal
18,20,28,168,Normal
29,38,99,457,Suspicious
100,52,93,342,Suspicious
86,31,45,296,Suspicious
57,24,99,562,Suspicious
70,48,100,100,Normal
50,14,27,267,Normal
84,97,66,110,Suspicious
58,54,66,371,Suspicious
20,21,54,519,Suspicious
21,92,63,135,Suspicious
65,61,31,105,Normal
62,93,52,509,Suspicious
25,13,60,431,Suspicious
23,34,93,359,Suspicious
92,57,56,443,Suspicious
77,27,61,405,Suspicious
28,23,77,317,Suspicious
66,15,99,179,Normal
16,19,48,317,Suspicious
5,89,48,362,Suspicious
53,49,89,352,Suspicious
82,17,86,513,Suspicious
98,81,37,403,Suspicious
41,34,87,489,Suspicious
84,42,76,228,Suspicious
95,93,48,142,Suspicious
33,43,77,421,Suspicious
92,52,45,248,Suspicious
42,25,33,484,Suspicious
33,65,31,288,Normal
63,88,92,452,Suspicious
44,61,91,287,Normal
44,63,85,513,Suspicious
55,24,77,249,Normal
94,15,25,111,Suspicious
98,82,93,466,Suspicious
88,56,96,247,Suspicious
14,61,46,208,Normal
69,44,57,347,Suspicious
38,95,21,466,Suspicious
2,61,89,75,Normal
4,12,63,153,Normal
31,71,25,394,Suspicious
78,95,54,560,Suspicious
79,84,29,206,Suspicious
11,16,36,455,Suspicious
99,24,95,406,Suspicious
77,55,59,371,Suspicious
90,39,90,263,Suspicious
91,86,20,529,Malware
98,59,62,88,Suspicious
46,35,23,483,Suspicious
76,15,61,540,Suspicious
37,68,67,165,Normal
86,81,41,237,Suspicious
73,97,72,244,Suspicious
30,65,25,581,Suspicious
55,37,99,82,Normal
78,22,33,359,Suspicious
69,51,35,513,Suspicious
33,69,45,95,Normal
50,10,83,186,Normal
58,60,30,544,Suspicious
32,87,89,206,Suspicious
92,80,36,148,Suspicious
87,33,31,288,Suspicious
80,23,60,488,Suspicious
18,93,81,558,Suspicious
56,85,42,500,Suspicious
74,40,77,150,Normal
59,16,79,271,Normal
25,36,90,557,Suspicious
54,71,28,340,Suspicious
80,71,71,413,Suspicious
20,85,43,182,Suspicious
54,83,90,364,Suspicious
79,86,59,253,Suspicious
40,94,30,401,Suspicious
78,67,49,229,Suspicious
95,97,80,261,Suspicious
41,35,58,182,Normal
62,68,50,75,Normal
90,15,97,237,Suspicious
68,98,26,207,Suspicious
34,37,34,163,Normal
9,89,80,441,Suspicious
18,49,58,278,Normal
13,96,76,564,Suspicious
28,67,71,228,Normal
94,16,20,351,Suspicious
7,23,84,488,Suspicious
33,48,52,225,Normal
6,13,77,559,Suspicious
43,16,72,80,Normal
60,54,26,552,Suspicious
50,79,42,206,Suspicious
5,99,61,375,Suspicious
30,78,39,108,Suspicious
66,85,100,503,Suspicious
42,19,74,187,Normal
15,54,74,123,Normal
72,89,27,243,Suspicious
23,75,46,88,Normal
23,27,95,443,Suspicious
63,42,45,372,Suspicious
9,53,20,349,Suspicious
4,31,60,280,Normal
40,52,69,439,Suspicious
66,72,49,292,Normal
46,25,31,330,Suspicious
45,22,64,571,Suspicious
47,80,75,552,Suspicious
72,22,57,414,Suspicious
10,39,70,177,Normal
87,57,50,341,Suspicious
7,33,81,394,Suspicious
96,17,43,395,Suspicious
8,82,77,448,Suspicious
8,52,77,452,Suspicious
41,19,80,201,Normal
68,70,45,234,Normal
51,21,67,161,Normal
94,33,79,402,Suspicious
98,61,93,414,Suspicious
70,77,46,490,Suspicious
99,24,46,280,Suspicious
38,65,92,261,Normal
28,68,59,339,Suspicious
92,96,95,73,Suspicious
91,55,48,540,Suspicious
66,16,78,203,Normal
23,94,87,489,Suspicious
48,41,27,545,Suspicious
3,24,51,519,Suspicious
29,13,79,301,Suspicious
88,52,57,87,Suspicious
28,34,45,533,Suspicious
6,65,38,104,Normal
76,77,53,322,Suspicious
26,49,43,195,Normal
41,82,43,254,Suspicious
16,31,97,353,Suspicious
19,32,44,102,Normal
71,17,77,328,Suspicious
36,32,68,571,Suspicious
85,21,60,209,Suspicious
93,74,50,120,Suspicious
58,88,88,278,Suspicious
84,50,35,136,Suspicious
3,25,78,371,Suspicious
96,66,86,176,Suspicious
6,100,80,471,Suspicious
71,23,95,458,Suspicious
43,41,34,589,Suspicious
50,64,33,230,Normal
73,10,90,274,Normal
55,32,87,487,Suspicious
8,12,73,116,Normal
5,21,78,598,Suspicious
14,100,27,510,Suspicious
63,67,54,565,Suspicious
98,19,77,225,Suspicious
75,58,89,520,Suspicious
30,58,73,59,Normal
90,41,49,510,Suspicious
54,36,89,85,Normal
42,86,84,287,Suspicious
51,66,95,414,Suspicious
54,64,61,488,Suspicious
79,79,27,197,Suspicious
80,59,88,509,Suspicious
75,19,91,575,Suspicious
56,80,58,223,Suspicious
44,52,52,134,Normal
68,48,56,385,Suspicious
66,97,93,144,Suspicious
84,16,43,293,Suspicious
7,90,22,436,Suspicious
25,89,81,275,Suspicious
80,84,97,184,Suspicious
65,27,40,510,Suspicious
69,19,33,141,Normal
61,89,64,109,Suspicious
43,21,85,557,Suspicious
18,20,65,567,Suspicious
47,98,34,154,Suspicious
26,26,75,555,Suspicious
80,86,61,541,Suspicious
28,18,87,489,Suspicious
32,57,92,69,Normal
20,28,28,272,Normal
8,22,100,268,Normal
20,80,65,203,Suspicious
89,60,89,220,Suspicious
8,83,23,498,Suspicious
58,56,44,540,Suspicious
83,56,92,409,Suspicious
6,79,40,95,Suspicious
76,93,81,590,Suspicious
63,52,22,342,Suspicious
21,22,99,179,Normal
93,54,97,306,Suspicious
44,23,40,496,Suspicious
67,56,79,225,Normal
82,83,50,111,Suspicious
65,95,29,121,Suspicious
51,80,84,235,Suspicious
48,54,88,378,Suspicious
1,44,98,60,Normal
89,75,20,114,Suspicious
4,13,98,480,Suspicious
41,74,59,380,Suspicious
73,43,28,415,Suspicious
95,37,23,134,Suspicious
10,27,91,326,Suspicious
66,100,83,289,Suspicious
86,40,37,572,Suspicious
82,17,86,107,Suspicious
20,55,47,570,Suspicious
38,74,93,157,Normal
3,92,99,156,Suspicious
95,42,74,181,Suspicious
85,24,70,96,Suspicious
31,75,42,488,Suspicious
27,19,49,435,Suspicious
80,32,47,60,Suspicious
47,73,81,474,Suspicious
14,19,73,403,Suspicious
4,97,46,491,Suspicious
59,41,25,564,Suspicious
96,89,45,330,Suspicious
25,47,52,419,Suspicious
1,17,50,60,Normal
46,40,37,89,Normal
33,50,92,538,Suspicious
13,95,86,75,Suspicious
14,78,21,73,Suspicious
30,47,92,445,Suspicious
25,30,76,415,Suspicious
65,17,52,486,Suspicious
66,94,93,337,Suspicious
41,60,94,288,Normal
87,67,83,110,Suspicious
61,55,37,350,Suspicious
27,63,72,226,Normal
34,94,20,422,Suspicious
15,13,90,532,Suspicious
60,44,29,300,Normal
84,87,25,384,Suspicious
37,30,63,109,Normal
10,71,78,134,Normal
80,59,33,594,Suspicious
59,30,50,162,Normal
92,98,47,486,Malware
61,47,95,541,Suspicious
83,59,95,433,Suspicious
26,32,78,457,Suspicious
27,28,20,399,Suspicious
39,36,81,290,Normal
25,100,91,107,Suspicious
7,15,33,401,Suspicious
98,54,100,179,Suspicious
34,76,85,348,Suspicious
60,49,61,370,Suspicious
59,44,34,380,Suspicious
95,13,28,417,Suspicious
36,36,36,444,Suspicious
64,66,64,548,Suspicious
47,74,36,534,Suspicious
96,11,87,347,Suspicious
66,52,100,579,Suspicious
49,35,23,219,Normal
26,21,64,115,Normal
2,20,46,450,Suspicious
66,43,45,134,Normal
63,59,55,273,Normal
79,61,89,399,Suspicious
49,81,88,224,Suspicious
95,44,86,195,Suspicious
76,48,39,481,Suspicious
23,24,80,596,Suspicious
92,90,50,163,Suspicious
30,32,97,105,Normal
54,31,52,90,Normal
82,42,62,505,Suspicious
76,17,31,398,Suspicious
23,68,91,517,Suspicious
2,81,88,264,Suspicious
67,97,22,536,Suspicious
8,30,38,561,Suspicious
41,76,32,209,Suspicious
59,75,63,329,Suspicious
84,93,29,233,Suspicious
16,89,68,588,Suspicious
96,21,20,572,Suspicious
87,32,42,451,Suspicious
53,68,27,60,Normal
37,22,53,158,Normal
17,51,87,406,Suspicious
46,50,51,536,Suspicious
9,50,45,312,Suspicious
5,92,84,159,Suspicious
65,26,32,587,Suspicious
41,64,38,60,Normal
32,76,28,560,Suspicious
74,63,75,277,Normal
28,64,43,336,Suspicious
94,59,53,536,Suspicious
88,83,49,398,Suspicious
43,81,100,377,Suspicious
99,24,62,255,Suspicious
44,95,64,385,Suspicious
22,62,89,385,Suspicious
38,85,31,544,Suspicious
76,30,92,52,Suspicious
53,37,80,154,Normal
37,62,35,370,Suspicious
13,98,81,451,Suspicious
91,78,56,491,Suspicious
7,76,96,424,Suspicious
79,71,49,345,Suspicious
61,58,21,163,Normal
27,91,92,396,Suspicious
12,57,45,347,Suspicious
80,73,49,345,Suspicious
77,51,100,145,Suspicious
81,56,93,93,Suspicious
93,98,84,533,Malware
84,42,91,351,Suspicious
35,94,48,56,Suspicious
87,28,48,475,Suspicious
86,77,61,156,Suspicious
13,84,23,455,Suspicious
64,63,28,50,Normal
67,27,99,106,Normal
61,64,37,198,Normal
75,78,86,445,Suspicious
35,75,59,422,Suspicious
2,78,47,509,Suspicious
79,68,84,98,Suspicious
11,81,48,219,Suspicious
37,90,29,476,Suspicious
81,29,51,403,Suspicious
62,24,74,159,Normal
66,28,79,354,Suspicious
50,43,96,523,Suspicious
38,98,28,84,Suspicious
2,41,61,108,Normal
47,79,74,501,Suspicious
52,98,68,379,Suspicious
12,63,41,439,Suspicious
12,76,93,210,Suspicious
6,83,63,324,Suspicious
4,59,52,152,Normal
29,69,75,492,Suspicious
23,13,59,344,Suspicious
61,14,82,252,Normal
11,36,23,568,Suspicious
82,58,49,80,Suspicious
68,98,71,51,Suspicious
49,19,40,583,Suspicious
41,23,24,306,Suspicious
76,13,26,502,Suspicious
26,26,39,557,Suspicious
13,48,100,155,Normal
93,11,64,255,Suspicious
30,57,79,418,Suspicious
91,29,36,561,Suspicious
78,15,22,451,Suspicious
89,36,82,463,Suspicious
23,41,46,533,Suspicious
79,48,54,368,Suspicious
39,56,78,511,Suspicious
34,84,88,181,Suspicious
68,45,89,465,Suspicious
5,48,30,193,Normal
36,86,49,416,Suspicious
39,84,41,494,Suspicious
97,92,46,221,Suspicious
82,51,54,100,Suspicious
6,28,29,434,Suspicious
26,43,49,533,Suspicious
90,38,49,131,Suspicious
62,33,49,332,Suspicious
86,79,77,541,Suspicious
61,57,58,411,Suspicious
77,66,27,299,Suspicious
45,100,84,127,Suspicious
43,28,89,66,Normal
